proband_id,test_name,phase,trial_type,n,rsp,corr,rt,total_time
4273,ctrails,number,practice,0,1,Correct,2790,10274
4273,ctrails,number,practice,1,2,Correct,1710,10274
4273,ctrails,number,practice,2,3,Correct,1020,10274
4273,ctrails,number,practice,3,4,Correct,1150,10274
4273,ctrails,number,practice,4,5,Correct,580,10274
4273,ctrails,number,practice,5,6,Correct,1130,10274
4273,ctrails,number,practice,6,7,Correct,911,10274
4273,ctrails,number,practice,7,8,Correct,940,10274
4273,ctrails,number,test,0,1,Correct,1380,39815
4273,ctrails,number,test,1,2,Correct,3831,39815
4273,ctrails,number,test,2,3,Correct,2580,39815
4273,ctrails,number,test,3,4,Correct,1460,39815
4273,ctrails,number,test,4,5,Correct,2690,39815
4273,ctrails,number,test,5,6,Correct,1420,39815
4273,ctrails,number,test,6,7,Correct,1250,39815
4273,ctrails,number,test,7,8,Correct,1150,39815
4273,ctrails,number,test,8,9,Correct,1220,39815
4273,ctrails,number,test,9,10,Correct,1080,39815
4273,ctrails,number,test,10,11,Correct,1040,39815
4273,ctrails,number,test,11,12,Correct,740,39815
4273,ctrails,number,test,12,13,Correct,880,39815
4273,ctrails,number,test,13,14,Correct,1231,39815
4273,ctrails,number,test,14,15,Correct,910,39815
4273,ctrails,number,test,15,16,Correct,620,39815
4273,ctrails,number,test,16,17,Correct,1300,39815
4273,ctrails,number,test,17,18,Correct,1360,39815
4273,ctrails,number,test,18,19,Correct,2300,39815
4273,ctrails,number,test,19,20,Correct,850,39815
4273,ctrails,number,test,20,21,Correct,1290,39815
4273,ctrails,number,test,21,22,Correct,1980,39815
4273,ctrails,number,test,22,23,Correct,3220,39815
4273,ctrails,number,test,23,24,Correct,3120,39815
4273,ctrails,number,test,24,25,Correct,811,39815
4273,ctrails,letter,practice,0,a,Correct,1770,9772
4273,ctrails,letter,practice,1,b,Correct,1000,9772
4273,ctrails,letter,practice,2,c,Correct,1070,9772
4273,ctrails,letter,practice,3,d,Correct,1260,9772
4273,ctrails,letter,practice,4,e,Correct,890,9772
4273,ctrails,letter,practice,5,f,Correct,1130,9772
4273,ctrails,letter,practice,6,g,Correct,1430,9772
4273,ctrails,letter,practice,7,h,Correct,1180,9772
4273,ctrails,letter,test,0,a,Correct,2590,37553
4273,ctrails,letter,test,1,b,Correct,3280,37553
4273,ctrails,letter,test,2,c,Correct,1930,37553
4273,ctrails,letter,test,3,d,Correct,1310,37553
4273,ctrails,letter,test,4,e,Correct,790,37553
4273,ctrails,letter,test,5,f,Correct,751,37553
4273,ctrails,letter,test,6,g,Correct,1170,37553
4273,ctrails,letter,test,7,h,Correct,2680,37553
4273,ctrails,letter,test,8,i,Correct,540,37553
4273,ctrails,letter,test,9,j,Correct,990,37553
4273,ctrails,letter,test,10,k,Correct,1770,37553
4273,ctrails,letter,test,11,l,Correct,1370,37553
4273,ctrails,letter,test,12,m,Correct,790,37553
4273,ctrails,letter,test,13,n,Correct,1160,37553
4273,ctrails,letter,test,14,o,Correct,520,37553
4273,ctrails,letter,test,15,p,Correct,890,37553
4273,ctrails,letter,test,16,q,Correct,1580,37553
4273,ctrails,letter,test,17,r,Correct,1060,37553
4273,ctrails,letter,test,18,s,Correct,1650,37553
4273,ctrails,letter,test,19,t,Correct,1451,37553
4273,ctrails,letter,test,20,u,Correct,3400,37553
4273,ctrails,letter,test,21,v,Correct,920,37553
4273,ctrails,letter,test,22,w,Correct,1550,37553
4273,ctrails,letter,test,23,x,Correct,2310,37553
4273,ctrails,letter,test,24,y,Correct,990,37553
4273,ctrails,number-letter,practice,0,1,Correct,3500,13376
4273,ctrails,number-letter,practice,1,a,Correct,1240,13376
4273,ctrails,number-letter,practice,2,2,Correct,1770,13376
4273,ctrails,number-letter,practice,3,b,Correct,1410,13376
4273,ctrails,number-letter,practice,4,3,Correct,2090,13376
4273,ctrails,number-letter,practice,5,c,Correct,1071,13376
4273,ctrails,number-letter,practice,6,4,Correct,1290,13376
4273,ctrails,number-letter,practice,7,d,Correct,960,13376
4273,ctrails,number-letter,test,0,1,Correct,3830,73322
4273,ctrails,number-letter,test,1,a,Correct,580,73322
4273,ctrails,number-letter,test,2,2,Correct,4071,73322
4273,ctrails,number-letter,test,3,b,Correct,1892,73322
4273,ctrails,number-letter,test,4,3,Correct,3370,73322
4273,ctrails,number-letter,test,5,c,Correct,1190,73322
4273,ctrails,number-letter,test,6,4,Correct,680,73322
4273,ctrails,number-letter,test,7,d,Correct,1080,73322
4273,ctrails,number-letter,test,8,5,Correct,2360,73322
4273,ctrails,number-letter,test,9,e,Correct,630,73322
4273,ctrails,number-letter,test,10,6,Correct,4761,73322
4273,ctrails,number-letter,test,11,f,Correct,1160,73322
4273,ctrails,number-letter,test,12,7,Correct,3090,73322
4273,ctrails,number-letter,test,13,g,Correct,3300,73322
4273,ctrails,number-letter,test,14,8,Correct,4940,73322
4273,ctrails,number-letter,test,15,h,Correct,690,73322
4273,ctrails,number-letter,test,16,9,Correct,3310,73322
4273,ctrails,number-letter,test,17,i,Correct,801,73322
4273,ctrails,number-letter,test,18,10,Correct,4120,73322
4273,ctrails,number-letter,test,19,j,Correct,1030,73322
4273,ctrails,number-letter,test,20,11,Correct,3990,73322
4273,ctrails,number-letter,test,21,k,Correct,6110,73322
4273,ctrails,number-letter,test,22,12,Correct,3901,73322
4273,ctrails,number-letter,test,23,l,Correct,850,73322
4273,ctrails,number-letter,test,24,13,Correct,11470,73322
4307,ctrails,number,practice,0,1,Correct,3581,11655
4307,ctrails,number,practice,1,2,Correct,1410,11655
4307,ctrails,number,practice,2,3,Correct,1710,11655
4307,ctrails,number,practice,3,4,Correct,1100,11655
4307,ctrails,number,practice,4,5,Correct,840,11655
4307,ctrails,number,practice,5,6,Correct,1210,11655
4307,ctrails,number,practice,6,7,Correct,960,11655
4307,ctrails,number,practice,7,8,Correct,800,11655
4307,ctrails,number,test,0,1,Correct,3130,35430
4307,ctrails,number,test,1,2,Correct,1590,35430
4307,ctrails,number,test,2,3,Correct,1090,35430
4307,ctrails,number,test,3,4,Correct,1250,35430
4307,ctrails,number,test,4,5,Correct,1040,35430
4307,ctrails,number,test,5,6,Correct,920,35430
4307,ctrails,number,test,6,7,Correct,880,35430
4307,ctrails,number,test,7,8,Correct,830,35430
4307,ctrails,number,test,8,9,Correct,830,35430
4307,ctrails,number,test,9,10,Correct,830,35430
4307,ctrails,number,test,10,11,Correct,830,35430
4307,ctrails,number,test,11,12,Correct,860,35430
4307,ctrails,number,test,12,13,Correct,950,35430
4307,ctrails,number,test,13,14,Correct,830,35430
4307,ctrails,number,test,14,15,Correct,850,35430
4307,ctrails,number,test,15,16,Correct,1031,35430
4307,ctrails,number,test,16,17,Correct,1000,35430
4307,ctrails,number,test,17,18,Correct,1710,35430
4307,ctrails,number,test,18,19,Correct,1880,35430
4307,ctrails,number,test,19,20,Correct,1290,35430
4307,ctrails,number,test,20,21,Correct,1070,35430
4307,ctrails,number,test,21,22,Correct,1340,35430
4307,ctrails,number,test,22,23,Correct,1260,35430
4307,ctrails,number,test,23,24,Correct,1010,35430
4307,ctrails,number,test,24,25,Correct,980,35430
4307,ctrails,number,test,25,26,Correct,6031,35430
4307,ctrails,letter,practice,0,a,Correct,1680,9575
4307,ctrails,letter,practice,1,b,Correct,1000,9575
4307,ctrails,letter,practice,2,c,Correct,1030,9575
4307,ctrails,letter,practice,3,d,Correct,1040,9575
4307,ctrails,letter,practice,4,e,Correct,940,9575
4307,ctrails,letter,practice,5,f,Correct,430,9575
4307,ctrails,letter,practice,6,g,Correct,990,9575
4307,ctrails,letter,practice,7,h,Correct,1451,9575
4307,ctrails,letter,test,0,a,Correct,3850,38837
4307,ctrails,letter,test,1,b,Correct,1040,38837
4307,ctrails,letter,test,2,c,Correct,1151,38837
4307,ctrails,letter,test,3,d,Correct,1140,38837
4307,ctrails,letter,test,4,e,Correct,1020,38837
4307,ctrails,letter,test,5,f,Correct,1080,38837
4307,ctrails,letter,test,6,g,Correct,1080,38837
4307,ctrails,letter,test,7,h,Correct,4470,38837
4307,ctrails,letter,test,8,i,Correct,870,38837
4307,ctrails,letter,test,9,j,Correct,1030,38837
4307,ctrails,letter,test,10,k,Correct,1310,38837
4307,ctrails,letter,test,11,l,Correct,1100,38837
4307,ctrails,letter,test,12,m,Correct,1120,38837
4307,ctrails,letter,test,13,n,Correct,950,38837
4307,ctrails,letter,test,14,o,Correct,1040,38837
4307,ctrails,letter,test,15,p,Correct,2621,38837
4307,ctrails,letter,test,16,q,Correct,1480,38837
4307,ctrails,letter,test,17,r,Correct,940,38837
4307,ctrails,letter,test,18,s,Correct,950,38837
4307,ctrails,letter,test,19,t,Correct,3970,38837
4307,ctrails,letter,test,20,u,Correct,830,38837
4307,ctrails,letter,test,21,v,Correct,1050,38837
4307,ctrails,letter,test,22,w,Correct,1080,38837
4307,ctrails,letter,test,23,x,Correct,1800,38837
4307,ctrails,letter,test,24,y,Correct,890,38837
4307,ctrails,letter,test,25,z,Correct,860,38837
4307,ctrails,number-letter,practice,0,1,Correct,3420,15124
4307,ctrails,number-letter,practice,1,a,Correct,2210,15124
4307,ctrails,number-letter,practice,2,b,Incorrect,1160,15124
4307,ctrails,number-letter,practice,3,2,Correct,1730,15124
4307,ctrails,number-letter,practice,4,b,Correct,1261,15124
4307,ctrails,number-letter,practice,5,3,Correct,2340,15124
4307,ctrails,number-letter,practice,6,c,Correct,1020,15124
4307,ctrails,number-letter,practice,7,4,Correct,980,15124
4307,ctrails,number-letter,practice,8,d,Correct,960,15124
4307,ctrails,number-letter,test,0,1,Correct,6571,58871
4307,ctrails,number-letter,test,1,a,Correct,1370,58871
4307,ctrails,number-letter,test,2,2,Correct,1490,58871
4307,ctrails,number-letter,test,3,b,Correct,2630,58871
4307,ctrails,number-letter,test,4,3,Correct,1120,58871
4307,ctrails,number-letter,test,5,c,Correct,1270,58871
4307,ctrails,number-letter,test,6,4,Correct,1020,58871
4307,ctrails,number-letter,test,7,d,Correct,1130,58871
4307,ctrails,number-letter,test,8,5,Correct,3571,58871
4307,ctrails,number-letter,test,9,e,Correct,1250,58871
4307,ctrails,number-letter,test,10,6,Correct,2530,58871
4307,ctrails,number-letter,test,11,f,Correct,1930,58871
4307,ctrails,number-letter,test,12,7,Correct,2270,58871
4307,ctrails,number-letter,test,13,g,Correct,3080,58871
4307,ctrails,number-letter,test,14,8,Correct,1640,58871
4307,ctrails,number-letter,test,15,h,Correct,2010,58871
4307,ctrails,number-letter,test,16,9,Correct,2861,58871
4307,ctrails,number-letter,test,17,i,Correct,2010,58871
4307,ctrails,number-letter,test,18,10,Correct,1880,58871
4307,ctrails,number-letter,test,19,j,Correct,3510,58871
4307,ctrails,number-letter,test,20,11,Correct,2650,58871
4307,ctrails,number-letter,test,21,k,Correct,3360,58871
4307,ctrails,number-letter,test,22,12,Correct,1490,58871
4307,ctrails,number-letter,test,23,l,Correct,2451,58871
4307,ctrails,number-letter,test,24,13,Correct,1960,58871
4307,ctrails,number-letter,test,25,m,Correct,1700,58871
4346,ctrails,number,practice,0,1,Correct,3920,9788
4346,ctrails,number,practice,1,2,Correct,1040,9788
4346,ctrails,number,practice,2,3,Correct,870,9788
4346,ctrails,number,practice,3,4,Correct,800,9788
4346,ctrails,number,practice,4,5,Correct,690,9788
4346,ctrails,number,practice,5,6,Correct,810,9788
4346,ctrails,number,practice,6,7,Correct,690,9788
4346,ctrails,number,practice,7,8,Correct,930,9788
4346,ctrails,number,test,0,1,Correct,2760,35826
4346,ctrails,number,test,1,2,Correct,2260,35826
4346,ctrails,number,test,2,3,Correct,880,35826
4346,ctrails,number,test,3,4,Correct,1910,35826
4346,ctrails,number,test,4,5,Correct,3121,35826
4346,ctrails,number,test,5,6,Correct,1030,35826
4346,ctrails,number,test,6,7,Correct,1410,35826
4346,ctrails,number,test,7,8,Correct,630,35826
4346,ctrails,number,test,8,9,Correct,2550,35826
4346,ctrails,number,test,9,10,Correct,740,35826
4346,ctrails,number,test,10,11,Correct,1070,35826
4346,ctrails,number,test,11,12,Correct,780,35826
4346,ctrails,number,test,12,13,Correct,1150,35826
4346,ctrails,number,test,13,14,Correct,870,35826
4346,ctrails,number,test,14,15,Correct,800,35826
4346,ctrails,number,test,15,16,Correct,1960,35826
4346,ctrails,number,test,16,17,Correct,2111,35826
4346,ctrails,number,test,17,18,Correct,560,35826
4346,ctrails,number,test,18,19,Correct,2330,35826
4346,ctrails,number,test,19,20,Correct,730,35826
4346,ctrails,number,test,20,21,Correct,1190,35826
4346,ctrails,number,test,21,22,Correct,910,35826
4346,ctrails,number,test,22,23,Correct,1770,35826
4346,ctrails,number,test,23,24,Correct,660,35826
4346,ctrails,number,test,24,25,Correct,1530,35826
4346,ctrails,letter,practice,0,a,Correct,1360,8178
4346,ctrails,letter,practice,1,b,Correct,780,8178
4346,ctrails,letter,practice,2,c,Correct,2100,8178
4346,ctrails,letter,practice,3,d,Correct,1050,8178
4346,ctrails,letter,practice,4,e,Correct,683,8178
4346,ctrails,letter,practice,5,f,Correct,650,8178
4346,ctrails,letter,practice,6,g,Correct,720,8178
4346,ctrails,letter,practice,7,h,Correct,790,8178
4346,ctrails,letter,test,0,a,Correct,5460,36216
4346,ctrails,letter,test,1,b,Correct,3910,36216
4346,ctrails,letter,test,2,c,Correct,2190,36216
4346,ctrails,letter,test,3,d,Correct,1030,36216
4346,ctrails,letter,test,4,e,Correct,650,36216
4346,ctrails,letter,test,5,f,Correct,660,36216
4346,ctrails,letter,test,6,g,Correct,910,36216
4346,ctrails,letter,test,7,h,Correct,1150,36216
4346,ctrails,letter,test,8,i,Correct,1151,36216
4346,ctrails,letter,test,9,j,Correct,850,36216
4346,ctrails,letter,test,10,k,Correct,1320,36216
4346,ctrails,letter,test,11,l,Correct,1370,36216
4346,ctrails,letter,test,12,m,Correct,1140,36216
4346,ctrails,letter,test,13,n,Correct,1100,36216
4346,ctrails,letter,test,14,o,Correct,850,36216
4346,ctrails,letter,test,15,p,Correct,1270,36216
4346,ctrails,letter,test,16,q,Correct,920,36216
4346,ctrails,letter,test,17,r,Correct,3070,36216
4346,ctrails,letter,test,18,s,Correct,710,36216
4346,ctrails,letter,test,19,t,Correct,590,36216
4346,ctrails,letter,test,20,u,Correct,620,36216
4346,ctrails,letter,test,21,v,Correct,2870,36216
4346,ctrails,letter,test,22,w,Correct,811,36216
4346,ctrails,letter,test,23,x,Correct,680,36216
4346,ctrails,letter,test,24,y,Correct,820,36216
4346,ctrails,number-letter,practice,0,1,Correct,2470,10521
4346,ctrails,number-letter,practice,1,a,Correct,1030,10521
4346,ctrails,number-letter,practice,2,2,Correct,1710,10521
4346,ctrails,number-letter,practice,3,b,Correct,1270,10521
4346,ctrails,number-letter,practice,4,3,Correct,1220,10521
4346,ctrails,number-letter,practice,5,c,Correct,880,10521
4346,ctrails,number-letter,practice,6,4,Correct,1050,10521
4346,ctrails,number-letter,practice,7,d,Correct,850,10521
4346,ctrails,number-letter,test,0,1,Correct,3280,63238
4346,ctrails,number-letter,test,1,a,Correct,880,63238
4346,ctrails,number-letter,test,2,2,Correct,5710,63238
4346,ctrails,number-letter,test,3,b,Correct,970,63238
4346,ctrails,number-letter,test,4,3,Correct,4531,63238
4346,ctrails,number-letter,test,5,c,Correct,3440,63238
4346,ctrails,number-letter,test,6,4,Correct,950,63238
4346,ctrails,number-letter,test,7,d,Correct,900,63238
4346,ctrails,number-letter,test,8,5,Correct,1870,63238
4346,ctrails,number-letter,test,9,e,Correct,740,63238
4346,ctrails,number-letter,test,10,6,Correct,3650,63238
4346,ctrails,number-letter,test,11,f,Correct,2260,63238
4346,ctrails,number-letter,test,12,7,Correct,1540,63238
4346,ctrails,number-letter,test,13,g,Correct,990,63238
4346,ctrails,number-letter,test,14,8,Correct,2891,63238
4346,ctrails,number-letter,test,15,h,Correct,930,63238
4346,ctrails,number-letter,test,16,9,Correct,2024,63238
4346,ctrails,number-letter,test,17,i,Correct,2530,63238
4346,ctrails,number-letter,test,18,10,Correct,3370,63238
4346,ctrails,number-letter,test,19,j,Correct,2680,63238
4346,ctrails,number-letter,test,20,11,Correct,2840,63238
4346,ctrails,number-letter,test,21,k,Correct,6601,63238
4346,ctrails,number-letter,test,22,12,Correct,2950,63238
4346,ctrails,number-letter,test,23,l,Correct,1290,63238
4346,ctrails,number-letter,test,24,13,Correct,3310,63238
4365,ctrails,number,practice,0,1,Correct,2120,8736
4365,ctrails,number,practice,1,2,Correct,1650,8736
4365,ctrails,number,practice,2,3,Correct,910,8736
4365,ctrails,number,practice,3,4,Correct,690,8736
4365,ctrails,number,practice,4,5,Correct,770,8736
4365,ctrails,number,practice,5,6,Correct,820,8736
4365,ctrails,number,practice,6,7,Correct,940,8736
4365,ctrails,number,practice,7,8,Correct,790,8736
4365,ctrails,number,test,0,1,Correct,3370,27851
4365,ctrails,number,test,1,2,Correct,1720,27851
4365,ctrails,number,test,2,3,Correct,1240,27851
4365,ctrails,number,test,3,4,Correct,1230,27851
4365,ctrails,number,test,4,5,Correct,1060,27851
4365,ctrails,number,test,5,6,Correct,760,27851
4365,ctrails,number,test,6,7,Correct,1030,27851
4365,ctrails,number,test,7,8,Correct,750,27851
4365,ctrails,number,test,8,9,Correct,930,27851
4365,ctrails,number,test,9,10,Correct,2231,27851
4365,ctrails,number,test,10,11,Correct,1370,27851
4365,ctrails,number,test,11,12,Correct,600,27851
4365,ctrails,number,test,12,13,Correct,820,27851
4365,ctrails,number,test,13,14,Correct,830,27851
4365,ctrails,number,test,14,15,Correct,740,27851
4365,ctrails,number,test,15,16,Correct,1030,27851
4365,ctrails,number,test,16,17,Correct,940,27851
4365,ctrails,number,test,17,18,Correct,1080,27851
4365,ctrails,number,test,18,19,Correct,1020,27851
4365,ctrails,number,test,19,20,Correct,710,27851
4365,ctrails,number,test,20,21,Correct,640,27851
4365,ctrails,number,test,21,22,Correct,600,27851
4365,ctrails,number,test,22,23,Correct,1460,27851
4365,ctrails,number,test,23,24,Correct,800,27851
4365,ctrails,number,test,24,25,Correct,770,27851
4365,ctrails,letter,practice,0,a,Correct,1660,7176
4365,ctrails,letter,practice,1,b,Correct,620,7176
4365,ctrails,letter,practice,2,c,Correct,650,7176
4365,ctrails,letter,practice,3,d,Correct,700,7176
4365,ctrails,letter,practice,4,e,Correct,1030,7176
4365,ctrails,letter,practice,5,f,Correct,950,7176
4365,ctrails,letter,practice,6,g,Correct,700,7176
4365,ctrails,letter,practice,7,h,Correct,820,7176
4365,ctrails,letter,test,0,a,Correct,2560,30328
4365,ctrails,letter,test,1,b,Correct,2280,30328
4365,ctrails,letter,test,2,c,Correct,850,30328
4365,ctrails,letter,test,3,d,Correct,1060,30328
4365,ctrails,letter,test,4,e,Correct,530,30328
4365,ctrails,letter,test,5,f,Correct,640,30328
4365,ctrails,letter,test,6,g,Correct,930,30328
4365,ctrails,letter,test,7,h,Correct,1740,30328
4365,ctrails,letter,test,8,l,Incorrect,630,30328
4365,ctrails,letter,test,9,i,Correct,3990,30328
4365,ctrails,letter,test,10,j,Correct,760,30328
4365,ctrails,letter,test,11,k,Correct,1631,30328
4365,ctrails,letter,test,12,l,Correct,1100,30328
4365,ctrails,letter,test,13,m,Correct,530,30328
4365,ctrails,letter,test,14,n,Correct,660,30328
4365,ctrails,letter,test,15,o,Correct,630,30328
4365,ctrails,letter,test,16,p,Correct,780,30328
4365,ctrails,letter,test,17,q,Correct,1350,30328
4365,ctrails,letter,test,18,r,Correct,700,30328
4365,ctrails,letter,test,19,s,Correct,1730,30328
4365,ctrails,letter,test,20,t,Correct,880,30328
4365,ctrails,letter,test,21,u,Correct,740,30328
4365,ctrails,letter,test,22,v,Correct,360,30328
4365,ctrails,letter,test,23,w,Correct,680,30328
4365,ctrails,letter,test,24,x,Correct,930,30328
4365,ctrails,letter,test,25,y,Correct,870,30328
4365,ctrails,number-letter,practice,0,1,Correct,2010,8277
4365,ctrails,number-letter,practice,1,a,Correct,720,8277
4365,ctrails,number-letter,practice,2,2,Correct,1450,8277
4365,ctrails,number-letter,practice,3,b,Correct,780,8277
4365,ctrails,number-letter,practice,4,3,Correct,871,8277
4365,ctrails,number-letter,practice,5,c,Correct,730,8277
4365,ctrails,number-letter,practice,6,4,Correct,740,8277
4365,ctrails,number-letter,practice,7,d,Correct,930,8277
4365,ctrails,number-letter,test,0,1,Correct,2370,58096
4365,ctrails,number-letter,test,1,a,Correct,780,58096
4365,ctrails,number-letter,test,2,2,Correct,1860,58096
4365,ctrails,number-letter,test,3,b,Correct,1421,58096
4365,ctrails,number-letter,test,4,3,Correct,2390,58096
4365,ctrails,number-letter,test,5,c,Correct,850,58096
4365,ctrails,number-letter,test,6,4,Correct,770,58096
4365,ctrails,number-letter,test,7,d,Correct,820,58096
4365,ctrails,number-letter,test,8,5,Correct,1860,58096
4365,ctrails,number-letter,test,9,e,Correct,520,58096
4365,ctrails,number-letter,test,10,6,Correct,2860,58096
4365,ctrails,number-letter,test,11,f,Correct,2080,58096
4365,ctrails,number-letter,test,12,7,Correct,6731,58096
4365,ctrails,number-letter,test,13,h,Incorrect,800,58096
4365,ctrails,number-letter,test,14,g,Correct,5720,58096
4365,ctrails,number-letter,test,15,8,Correct,4810,58096
4365,ctrails,number-letter,test,16,h,Correct,670,58096
4365,ctrails,number-letter,test,17,9,Correct,2220,58096
4365,ctrails,number-letter,test,18,i,Correct,1641,58096
4365,ctrails,number-letter,test,19,10,Correct,3920,58096
4365,ctrails,number-letter,test,20,j,Correct,2110,58096
4365,ctrails,number-letter,test,21,11,Correct,2730,58096
4365,ctrails,number-letter,test,22,k,Correct,720,58096
4365,ctrails,number-letter,test,23,12,Correct,3210,58096
4365,ctrails,number-letter,test,24,l,Correct,3280,58096
4365,ctrails,number-letter,test,25,13,Correct,830,58096
4367,ctrails,number,practice,0,1,Correct,19241,43058
4367,ctrails,number,practice,1,2,Correct,4630,43058
4367,ctrails,number,practice,2,3,Correct,5000,43058
4367,ctrails,number,practice,3,4,Correct,2831,43058
4367,ctrails,number,practice,4,5,Correct,2250,43058
4367,ctrails,number,practice,5,6,Correct,2850,43058
4367,ctrails,number,practice,6,7,Correct,2650,43058
4367,ctrails,number,practice,7,8,Correct,3560,43058
4367,ctrails,number,test,0,1,Correct,4940,91805
4367,ctrails,number,test,1,2,Correct,3860,91805
4367,ctrails,number,test,2,3,Correct,3411,91805
4367,ctrails,number,test,3,4,Correct,3000,91805
4367,ctrails,number,test,4,5,Correct,2900,91805
4367,ctrails,number,test,5,6,Correct,3530,91805
4367,ctrails,number,test,6,7,Correct,2800,91805
4367,ctrails,number,test,7,8,Correct,3140,91805
4367,ctrails,number,test,8,9,Correct,3631,91805
4367,ctrails,number,test,9,10,Correct,3260,91805
4367,ctrails,number,test,10,11,Correct,3200,91805
4367,ctrails,number,test,11,12,Correct,1520,91805
4367,ctrails,number,test,12,13,Correct,6911,91805
4367,ctrails,number,test,13,14,Correct,2280,91805
4367,ctrails,number,test,14,15,Correct,1930,91805
4367,ctrails,number,test,15,16,Correct,4550,91805
4367,ctrails,number,test,16,17,Correct,2490,91805
4367,ctrails,number,test,17,18,Correct,4150,91805
4367,ctrails,number,test,18,19,Correct,3721,91805
4367,ctrails,number,test,19,20,Correct,3780,91805
4367,ctrails,number,test,20,21,Correct,3420,91805
4367,ctrails,number,test,21,22,Correct,5420,91805
4367,ctrails,number,test,22,23,Correct,6211,91805
4367,ctrails,number,test,23,24,Correct,4620,91805
4367,ctrails,number,test,24,25,Correct,3000,91805
4367,ctrails,letter,practice,0,a,Correct,11110,36128
4367,ctrails,letter,practice,1,b,Correct,4361,36128
4367,ctrails,letter,practice,2,c,Correct,5370,36128
4367,ctrails,letter,practice,3,d,Correct,790,36128
4367,ctrails,letter,practice,4,e,Correct,3090,36128
4367,ctrails,letter,practice,5,f,Correct,2741,36128
4367,ctrails,letter,practice,6,g,Correct,2210,36128
4367,ctrails,letter,practice,7,h,Correct,3120,36128
4367,ctrails,letter,test,0,a,Correct,10291,104364
4367,ctrails,letter,test,1,b,Correct,2750,104364
4367,ctrails,letter,test,2,c,Correct,7101,104364
4367,ctrails,letter,test,3,d,Correct,3300,104364
4367,ctrails,letter,test,4,e,Correct,2630,104364
4367,ctrails,letter,test,5,f,Correct,1690,104364
4367,ctrails,letter,test,6,g,Correct,2100,104364
4367,ctrails,letter,test,7,h,Correct,8291,104364
4367,ctrails,letter,test,8,i,Correct,2100,104364
4367,ctrails,letter,test,9,j,Correct,2310,104364
4367,ctrails,letter,test,10,k,Correct,6670,104364
4367,ctrails,letter,test,11,l,Correct,3470,104364
4367,ctrails,letter,test,12,m,Correct,2231,104364
4367,ctrails,letter,test,13,n,Correct,5610,104364
4367,ctrails,letter,test,14,o,Correct,2540,104364
4367,ctrails,letter,test,15,p,Correct,5980,104364
4367,ctrails,letter,test,16,q,Correct,3161,104364
4367,ctrails,letter,test,17,r,Correct,2110,104364
4367,ctrails,letter,test,18,s,Correct,3790,104364
4367,ctrails,letter,test,19,t,Correct,2020,104364
4367,ctrails,letter,test,20,u,Correct,2670,104364
4367,ctrails,letter,test,21,v,Correct,2460,104364
4367,ctrails,letter,test,22,w,Correct,1830,104364
4367,ctrails,letter,test,23,x,Correct,14171,104364
4367,ctrails,letter,test,24,y,Correct,2960,104364
4367,ctrails,number-letter,practice,0,1,Correct,14441,35478
4367,ctrails,number-letter,practice,1,a,Correct,4220,35478
4367,ctrails,number-letter,practice,2,2,Correct,5341,35478
4367,ctrails,number-letter,practice,3,b,Correct,2310,35478
4367,ctrails,number-letter,practice,4,3,Correct,2340,35478
4367,ctrails,number-letter,practice,5,c,Correct,2190,35478
4367,ctrails,number-letter,practice,6,4,Correct,2260,35478
4367,ctrails,number-letter,practice,7,d,Correct,1860,35478
4367,ctrails,number-letter,test,0,1,Correct,6900,157891
4367,ctrails,number-letter,test,1,a,Correct,2311,157891
4367,ctrails,number-letter,test,2,2,Correct,1680,157891
4367,ctrails,number-letter,test,3,c,Incorrect,9510,157891
4367,ctrails,number-letter,test,4,b,Correct,4260,157891
4367,ctrails,number-letter,test,5,3,Correct,5261,157891
4367,ctrails,number-letter,test,6,c,Correct,3540,157891
4367,ctrails,number-letter,test,7,4,Correct,2120,157891
4367,ctrails,number-letter,test,8,d,Correct,11091,157891
4367,ctrails,number-letter,test,9,5,Correct,5820,157891
4367,ctrails,number-letter,test,10,e,Correct,1540,157891
4367,ctrails,number-letter,test,11,6,Correct,5790,157891
4367,ctrails,number-letter,test,12,f,Correct,8641,157891
4367,ctrails,number-letter,test,13,7,Correct,3160,157891
4367,ctrails,number-letter,test,14,g,Correct,8131,157891
4367,ctrails,number-letter,test,15,8,Correct,4050,157891
4367,ctrails,number-letter,test,16,h,Correct,9120,157891
4367,ctrails,number-letter,test,17,9,Correct,3631,157891
4367,ctrails,number-letter,test,18,i,Correct,5030,157891
4367,ctrails,number-letter,test,19,10,Correct,5860,157891
4367,ctrails,number-letter,test,20,k,Incorrect,5140,157891
4367,ctrails,number-letter,test,21,j,Correct,7761,157891
4367,ctrails,number-letter,test,22,11,Correct,3830,157891
4367,ctrails,number-letter,test,23,l,Incorrect,4360,157891
4367,ctrails,number-letter,test,24,k,Correct,19971,157891
4367,ctrails,number-letter,test,25,12,Correct,4701,157891
4367,ctrails,number-letter,test,26,l,Correct,2010,157891
4367,ctrails,number-letter,test,27,13,Correct,2540,157891
4368,ctrails,number,practice,0,1,Correct,60,104550
4368,ctrails,number,practice,1,2,Correct,1181,104550
4368,ctrails,number,practice,2,3,Correct,20,104550
4368,ctrails,number,practice,3,4,Correct,80,104550
4368,ctrails,number,practice,4,5,Correct,100,104550
4368,ctrails,number,practice,5,6,Correct,2620,104550
4368,ctrails,number,practice,6,7,Correct,5230,104550
