proband_id,test_name,trialn,ans,f,rsp,rt
4441,digit_symbol_delay,0,6,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,6,7710
4441,digit_symbol_delay,1,7,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,3020
4441,digit_symbol_delay,2,4,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,7,520
4441,digit_symbol_delay,3,8,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,7,360
4441,digit_symbol_delay,4,5,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,7,290
4441,digit_symbol_delay,5,1,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,7,240
4441,digit_symbol_delay,6,9,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,7,430
4441,digit_symbol_delay,7,2,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,7,230
4441,digit_symbol_delay,8,3,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,7,240
4443,digit_symbol_delay,0,6,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,3,7180
4443,digit_symbol_delay,1,7,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,2330
4443,digit_symbol_delay,2,4,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,5090
4443,digit_symbol_delay,3,8,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,1110
4443,digit_symbol_delay,4,5,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,6,3081
4443,digit_symbol_delay,5,1,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,1,2310
4443,digit_symbol_delay,6,9,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,9,1750
4443,digit_symbol_delay,7,2,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,2,1740
4443,digit_symbol_delay,8,3,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,1320
4444,digit_symbol_delay,0,6,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,6,6580
4444,digit_symbol_delay,1,7,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,3021
4444,digit_symbol_delay,2,4,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,2440
4444,digit_symbol_delay,3,8,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,2090
4444,digit_symbol_delay,4,5,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,3,3400
4444,digit_symbol_delay,5,1,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,1,2150
4444,digit_symbol_delay,6,9,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,9,5631
4444,digit_symbol_delay,7,2,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,2,3570
4444,digit_symbol_delay,8,3,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,5,4120
4445,digit_symbol_delay,0,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,4,13810
4445,digit_symbol_delay,1,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,2880
4445,digit_symbol_delay,2,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,5,3161
4445,digit_symbol_delay,3,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,3440
4445,digit_symbol_delay,4,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,3,7350
4445,digit_symbol_delay,5,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,2,4551
4445,digit_symbol_delay,6,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,5,10430
4445,digit_symbol_delay,7,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,2,2770
4445,digit_symbol_delay,8,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,2860
4447,digit_symbol_delay,0,6,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,5,6200
4447,digit_symbol_delay,1,7,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,1640
4447,digit_symbol_delay,2,4,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,7,2210
4447,digit_symbol_delay,3,8,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,9,2000
4447,digit_symbol_delay,4,5,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,5,470
4447,digit_symbol_delay,5,1,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,3,1610
4447,digit_symbol_delay,6,9,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,7,1541
4447,digit_symbol_delay,7,2,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,5,470
4447,digit_symbol_delay,8,3,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,1420
4448,digit_symbol_delay,0,6,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,3,14251
4448,digit_symbol_delay,1,7,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,3860
4448,digit_symbol_delay,2,4,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,8,5520
4448,digit_symbol_delay,3,8,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,9,2070
4448,digit_symbol_delay,4,5,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,8,4620
4448,digit_symbol_delay,5,1,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,1,6341
4448,digit_symbol_delay,6,9,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,7,3220
4448,digit_symbol_delay,7,2,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,3,4530
4448,digit_symbol_delay,8,3,C:\Users\jbarrett\Charlie-master\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,5,3580
4449,digit_symbol_delay,0,6,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,5,5370
4449,digit_symbol_delay,1,7,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,3110
4449,digit_symbol_delay,2,4,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,3180
4449,digit_symbol_delay,3,8,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,4401
4449,digit_symbol_delay,4,5,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,2,10700
4449,digit_symbol_delay,5,1,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,2,130
4449,digit_symbol_delay,6,9,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,9,2070
4449,digit_symbol_delay,7,2,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,1,6471
4449,digit_symbol_delay,8,3,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,5,3960
4451,digit_symbol_delay,0,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,2,30491
4451,digit_symbol_delay,1,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,4641
4451,digit_symbol_delay,2,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,6900
4451,digit_symbol_delay,3,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,1230
4451,digit_symbol_delay,4,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,5,2870
4451,digit_symbol_delay,5,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,1,1481
4451,digit_symbol_delay,6,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,7,2610
4451,digit_symbol_delay,7,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,2,2930
4451,digit_symbol_delay,8,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,2700
4453,digit_symbol_delay,0,6,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,3,1190
4453,digit_symbol_delay,1,7,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,3281
4453,digit_symbol_delay,2,4,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,6,520
4453,digit_symbol_delay,3,8,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,9,1850
4453,digit_symbol_delay,4,5,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,8,3630
4453,digit_symbol_delay,5,1,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,4,4400
4453,digit_symbol_delay,6,9,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,3,1060
4453,digit_symbol_delay,7,2,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,1,3540
4453,digit_symbol_delay,8,3,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,1880
4456,digit_symbol_delay,0,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,6,8710
4456,digit_symbol_delay,1,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,3,10791
4456,digit_symbol_delay,2,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,3630
4456,digit_symbol_delay,3,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,2620
4456,digit_symbol_delay,4,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,5,2970
4456,digit_symbol_delay,5,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,1,2160
4456,digit_symbol_delay,6,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,9,1600
4456,digit_symbol_delay,7,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,2,1461
4456,digit_symbol_delay,8,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,2340
4460,digit_symbol_delay,0,6,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,6,3160
4460,digit_symbol_delay,1,7,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,8,2860
4460,digit_symbol_delay,2,4,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,9,1100
4460,digit_symbol_delay,3,8,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,7,4821
4460,digit_symbol_delay,4,5,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,3,2410
4460,digit_symbol_delay,5,1,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,2,2511
4460,digit_symbol_delay,6,9,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,8,2390
4460,digit_symbol_delay,7,2,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,1,1450
4460,digit_symbol_delay,8,3,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,5,2170
4461,digit_symbol_delay,0,6,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,3,9630
4461,digit_symbol_delay,1,7,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,6,5380
4461,digit_symbol_delay,2,4,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,5,2981
4461,digit_symbol_delay,3,8,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,6020
4461,digit_symbol_delay,4,5,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,6,5060
4461,digit_symbol_delay,5,1,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,1,5281
4461,digit_symbol_delay,6,9,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,9,3990
4461,digit_symbol_delay,7,2,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,2,3590
4461,digit_symbol_delay,8,3,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,4,4090
4462,digit_symbol_delay,0,6,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,6,5890
4462,digit_symbol_delay,1,7,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,8,10781
4462,digit_symbol_delay,2,4,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,2870
4462,digit_symbol_delay,3,8,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,6,3380
4462,digit_symbol_delay,4,5,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,5,2950
4462,digit_symbol_delay,5,1,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,2,2480
4462,digit_symbol_delay,6,9,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,9,1190
4462,digit_symbol_delay,7,2,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,1,2110
4462,digit_symbol_delay,8,3,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,1660
4465,digit_symbol_delay,0,6,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,8,730
4465,digit_symbol_delay,1,7,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,9,441
4465,digit_symbol_delay,2,4,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,9,5550
4465,digit_symbol_delay,3,8,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,4690
4465,digit_symbol_delay,4,5,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,4,4000
4465,digit_symbol_delay,5,1,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,1,2650
4465,digit_symbol_delay,6,9,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,8,9451
4465,digit_symbol_delay,7,2,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,5,3810
4465,digit_symbol_delay,8,3,C:\Users\oleach\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,3,2300
4467,digit_symbol_delay,0,6,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,7,3950
4467,digit_symbol_delay,1,7,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,8,2560
4467,digit_symbol_delay,2,4,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,3140
4467,digit_symbol_delay,3,8,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,6041
4467,digit_symbol_delay,4,5,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,3,5360
4467,digit_symbol_delay,5,1,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,5,4830
4467,digit_symbol_delay,6,9,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,2,3201
4467,digit_symbol_delay,7,2,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,1,3360
4467,digit_symbol_delay,8,3,c:\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,4,3420
4470,digit_symbol_delay,0,6,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym6.bmp,6,16961
4470,digit_symbol_delay,1,7,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym7.bmp,7,2750
4470,digit_symbol_delay,2,4,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym4.bmp,4,1940
4470,digit_symbol_delay,3,8,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym8.bmp,8,2340
4470,digit_symbol_delay,4,5,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym5.bmp,9,16151
4470,digit_symbol_delay,5,1,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym1.bmp,3,2560
4470,digit_symbol_delay,6,9,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym9.bmp,9,4720
4470,digit_symbol_delay,7,2,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym2.bmp,2,2120
4470,digit_symbol_delay,8,3,C:\Users\Jbarrett\Charlie\charlie\stimuli\visual\digit_symbol_delay\sym3.bmp,5,1981
